"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure"
"5484",1,44,2,2,2,2,3,3,5.16
"5485",1,40,2,4,2,3,3,2,3.32
"5486",1,50,2,2,1,3,3,3,0.59
"5487",2,52,4,4,1,4,3,2,4.97
"5488",1,32,5,2,2,2,3,2,4.82
"5489",1,63,2,3,2,1,3,2,1.24
"5490",2,61,6,3,2,3,2,1,5.37
"5491",1,36,7,1,2,3,2,1,2.44
"5492",1,18,7,3,2,4,3,2,1.17
"5493",2,37,0,3,2,2,3,2,2.44
"5494",1,65,3,3,2,2,2,1,4.46
"5495",2,61,5,3,2,4,3,1,1.14
"5496",1,59,0,4,2,2,3,2,1.24
"5497",1,47,7,3,1,3,3,1,1.69
"5498",1,47,3,1,2,2,3,1,2.9
"5499",1,44,7,1,1,2,3,1,3.58
"5500",1,32,8,1,2,1,3,1,4.69
"5501",1,43,3,1,2,3,3,2,1.93
"5502",2,30,5,2,2,3,2,1,4.14
"5503",1,39,5,3,2,1,3,2,4.95
"5504",2,30,5,3,2,1,1,1,3.02
"5505",2,43,6,1,2,2,3,2,4.24
"5506",2,45,9,3,1,2,3,2,2.53
"5507",1,18,7,1,2,3,2,2,4.07
"5508",2,35,8,2,2,3,3,1,2.16
"5509",2,55,6,1,2,1,2,2,5.68
"5510",1,76,6,1,2,3,1,2,3.35
"5511",2,82,3,2,2,1,3,2,4.3
"5512",1,63,5,1,1,2,3,1,3.36
"5513",1,46,5,2,1,3,1,2,2.41
"5514",1,52,6,3,2,2,2,2,5.12
"5515",1,67,5,1,1,2,3,2,1.09
"5516",1,18,5,4,2,2,3,2,1.97
"5517",1,64,2,3,1,1,3,2,2.35
"5518",1,53,8,4,2,2,3,2,3.64
"5519",2,67,7,4,1,3,3,2,3.69
"5520",1,46,0,3,1,2,2,1,5.09
"5521",2,42,9,1,1,3,1,3,5.07
"5522",2,20,5,3,2,3,1,1,3.97
"5523",1,29,7,1,2,1,1,1,4.63
"5524",2,51,5,2,2,1,2,3,5.25
"5525",1,38,2,3,1,2,2,1,3.76
"5526",2,37,9,2,2,3,1,2,2.44
"5527",1,54,4,2,1,3,1,2,3.35
"5528",2,26,2,2,2,1,1,1,2.45
"5529",1,45,6,2,2,2,3,1,3.26
"5530",1,18,1,2,2,1,1,2,4.83
"5531",2,54,7,3,1,2,2,2,3.17
"5532",1,21,2,2,2,3,1,2,2.66
"5533",1,55,10,4,2,2,3,2,2.52
"5534",1,38,5,2,2,2,1,3,3.92
"5535",1,18,6,2,2,1,3,1,0.08
"5536",1,49,4,4,2,2,3,1,1.9
"5537",1,49,2,1,2,3,2,1,0.62
"5538",2,18,2,3,2,1,2,1,3.19
"5539",2,39,8,3,2,3,3,2,3.51
"5540",2,45,6,1,2,4,3,2,3.26
"5541",1,61,6,2,2,3,2,1,5.3
"5542",1,53,6,1,2,4,2,3,5.03
"5543",2,29,7,4,1,3,1,2,2.96
"5544",2,24,9,1,1,2,3,1,0.59
"5545",2,27,7,2,2,2,3,3,3.03
"5546",2,38,6,4,2,1,2,2,2.34
"5547",2,32,8,4,2,2,1,1,3.62
"5548",1,50,5,3,2,2,1,2,3.29
"5549",2,38,6,1,2,3,2,2,2.71
"5550",1,38,3,1,1,2,3,2,4.45
"5551",2,58,2,4,2,1,2,3,2.69
"5552",2,53,3,4,1,2,1,1,3.03
"5553",1,57,6,3,2,1,3,3,3.4
"5554",1,45,9,1,2,3,1,3,3.96
"5555",2,45,7,3,1,2,3,1,1.4
"5556",1,44,5,3,2,2,3,2,5.6
"5557",1,52,6,3,2,3,3,2,4.07
"5558",2,68,11,3,1,1,2,1,2.16
"5559",1,60,9,2,2,3,1,1,3.52
"5560",2,75,5,1,2,2,3,2,1.27
"5561",1,32,10,1,2,1,3,1,5.88
"5562",1,38,3,4,2,2,1,2,3.27
"5563",2,18,8,3,2,3,2,1,3.84
"5564",1,21,6,1,2,3,3,3,5.42
"5565",1,55,2,3,2,2,1,2,4.99
"5566",1,61,3,2,2,1,3,3,5.7
"5567",1,77,3,4,2,2,3,1,3.92
"5568",1,40,3,2,2,2,1,1,0.94
"5569",2,23,8,1,2,2,3,2,0.55
"5570",2,44,4,2,2,3,3,2,2.49
"5571",1,31,5,3,1,1,3,2,4.05
"5572",2,51,10,2,2,3,3,2,4.15
"5573",1,39,3,3,2,4,3,3,5.54
"5574",1,57,5,4,2,2,3,1,5.92
"5575",1,39,5,2,1,1,3,2,2.9
"5576",2,46,6,3,2,4,2,1,2.01
"5577",1,45,5,1,2,2,2,2,4.22
"5578",1,38,6,1,2,4,3,1,2.43
"5579",1,30,9,1,2,3,1,1,3.31
"5580",2,47,3,4,2,3,3,3,1.17
"5581",1,40,0,4,2,1,1,2,2.53
"5582",1,33,7,4,2,3,3,1,4.58
"5583",1,35,10,2,1,2,3,2,4.2
"5584",2,28,5,2,1,3,1,1,2.28
"5585",1,18,6,4,1,2,3,2,4.83
"5586",2,39,6,1,2,4,2,3,1.6
"5587",2,34,2,3,1,1,3,1,2.12
"5588",2,82,4,2,2,2,3,2,3.12
"5589",1,44,6,2,2,2,3,1,1.55
"5590",2,45,7,1,1,1,3,2,4.01
"5591",1,52,3,2,1,3,3,2,2.12
"5592",1,37,7,3,2,2,2,2,3.03
"5593",1,34,5,2,2,3,3,3,2.81
"5594",2,26,3,3,2,2,2,1,5.19
"5595",1,28,2,3,1,4,2,2,2.86
"5596",2,24,4,4,2,2,2,1,0.56
"5597",2,18,3,2,2,3,2,2,3.13
"5598",2,29,3,3,1,3,3,1,1.42
"5599",1,32,9,2,2,2,3,3,1.46
"5600",2,58,5,4,2,3,2,1,0.08
"5601",1,38,10,2,2,1,3,2,0.84
"5602",2,37,7,2,2,2,1,3,3.64
"5603",1,54,3,4,2,2,3,2,1.01
"5604",1,18,3,2,2,2,1,2,3.84
"5605",2,29,10,1,1,4,3,1,0.74
"5606",1,49,9,2,2,2,3,3,1.81
"5607",2,56,8,1,2,2,1,2,1.85
"5608",1,38,7,2,1,2,1,2,4.2
"5609",1,63,5,2,1,4,2,3,3.45
"5610",1,52,7,2,2,2,3,2,2.81
"5611",2,46,8,3,1,3,3,2,3.06
"5612",2,53,3,1,1,2,3,3,4.18
"5613",2,30,6,2,2,3,3,2,5.48
"5614",2,48,8,1,1,1,3,2,1.68
"5615",2,37,5,1,2,2,3,1,3.82
"5616",2,34,3,4,1,2,3,2,3.25
"5617",1,35,3,2,1,1,1,3,5.64
"5618",2,43,2,3,2,1,3,2,5.16
"5619",2,43,0,3,1,1,3,1,5.41
"5620",2,53,5,3,2,3,3,1,3.83
"5621",2,18,13,3,1,1,2,2,3.09
"5622",1,35,6,1,2,2,3,1,2.71
"5623",1,32,1,1,2,1,3,2,4.62
"5624",1,45,5,1,1,3,1,3,1.99
"5625",1,30,10,2,2,1,2,1,3.46
"5626",2,52,2,2,2,2,3,1,1.82
"5627",2,65,11,3,2,2,2,3,4.16
"5628",2,55,8,1,2,4,2,2,1.67
"5629",1,43,10,1,1,1,3,2,2.13
"5630",1,56,3,3,1,1,3,1,5.11
"5631",1,59,0,3,2,4,2,1,1.9
"5632",1,60,7,2,1,3,2,2,2.44
"5633",2,43,2,2,2,1,1,1,3.9
"5634",2,61,8,4,1,2,3,2,4.41
"5635",1,39,8,2,1,4,3,3,3.35
"5636",1,56,5,1,2,2,3,1,3.09
"5637",2,26,3,1,1,3,3,1,0.25
"5638",1,29,3,1,2,2,1,2,3.79
"5639",2,39,7,3,2,3,2,3,4.84
"5640",1,38,2,2,2,1,3,2,3.49
"5641",1,34,6,4,1,1,2,3,5.53
"5642",1,39,6,1,1,2,2,2,4.37
"5643",1,38,7,4,2,1,3,1,5.93
"5644",1,46,5,3,2,1,3,2,4.92
"5645",2,40,6,1,2,3,3,2,2.72
"5646",2,24,4,4,2,2,2,2,0.48
"5647",2,18,5,2,2,4,3,1,4.12
"5648",2,35,8,4,2,2,3,2,1.9
"5649",1,29,3,2,2,2,3,1,3.46
"5650",2,26,3,3,1,2,2,3,3.62
"5651",2,43,8,1,1,2,3,2,4.63
"5652",1,21,4,2,2,3,1,2,1.27
"5653",1,56,4,1,2,3,3,3,2.62
"5654",1,20,10,3,1,2,1,1,1.58
"5655",2,46,0,2,2,1,3,2,0.6
"5656",1,37,7,4,2,1,3,1,1.59
"5657",1,21,6,3,2,1,3,2,3.77
"5658",1,58,4,3,1,3,3,2,4.49
"5659",2,54,3,2,1,1,3,2,1.39
"5660",2,39,4,1,2,3,2,2,3.55
"5661",1,63,7,2,2,3,1,2,3.34
"5662",2,43,0,3,2,4,3,2,2.78
"5663",2,37,4,1,2,2,2,1,4.32
"5664",1,47,3,2,2,2,3,2,2.73
"5665",2,57,6,3,2,1,2,2,1.6
"5666",1,65,4,3,2,3,3,1,3.25
"5667",2,64,9,1,2,2,1,2,1.27
"5668",2,25,8,2,2,2,3,1,5.6
"5669",2,45,10,3,1,3,3,2,3.56
"5670",1,33,5,4,1,1,3,3,3.29
"5671",1,36,4,2,2,4,3,3,1.78
"5672",2,45,5,3,2,2,3,2,2.09
"5673",2,54,0,1,2,1,3,2,2.18
"5674",1,33,12,3,2,4,2,3,5.27
"5675",1,43,0,2,1,2,3,2,3.89
"5676",2,82,5,2,2,2,2,1,1.75
"5677",1,32,2,1,2,3,3,3,2.42
"5678",1,31,5,2,1,2,3,2,1.93
"5679",2,35,4,3,1,2,2,3,3.5
"5680",1,34,6,1,2,1,1,1,2.25
"5681",1,18,3,1,2,2,2,3,2.3
"5682",1,43,10,1,2,2,3,3,7.68
"5683",1,56,4,3,2,2,3,2,0.9
"5684",1,77,5,3,2,3,3,2,1.43
"5685",2,71,7,2,1,2,2,1,1.97
"5686",2,53,3,1,2,1,3,2,3.22
"5687",2,40,3,1,2,2,3,2,4.5
"5688",2,44,4,3,2,4,3,2,3.17
"5689",1,50,7,2,1,3,3,1,3.35
"5690",1,54,0,4,2,2,3,2,4.76
"5691",1,70,8,4,1,3,2,2,1.57
"5692",1,47,8,4,1,1,1,2,2.35
"5693",1,39,4,2,2,2,3,3,3.63
"5694",1,43,2,1,1,2,3,1,0.08
"5695",1,49,6,3,2,2,2,1,3.01
"5696",1,63,7,1,2,1,3,2,4.31
"5697",2,65,5,4,1,2,1,1,4.03
"5698",1,42,7,3,2,2,3,1,3.63
"5699",1,45,4,3,1,2,2,2,4.09
"5700",1,41,5,1,2,1,3,2,3.7
"5701",2,45,2,4,1,3,1,2,3.93
"5702",2,32,5,1,1,3,3,1,1.66
"5703",1,18,4,1,1,2,3,3,5.52
"5704",1,44,9,3,2,2,3,2,1.63
"5705",1,35,5,4,2,1,1,2,0.8
"5706",1,50,5,4,2,3,1,2,2.11
"5707",1,52,4,1,1,3,3,2,0.71
"5708",1,54,6,4,1,3,3,3,4.99
"5709",2,52,1,3,1,3,3,2,6.18
"5710",1,36,2,2,2,2,3,2,0.2
"5711",2,30,0,1,2,2,2,3,0.08
"5712",1,20,3,1,1,2,2,3,3.25
"5713",2,42,9,4,2,3,2,2,5.87
"5714",1,36,6,2,2,2,3,1,2.42
"5715",2,38,2,3,2,2,3,1,3.9
"5716",2,48,4,4,1,2,3,2,3.66
"5717",2,25,5,3,1,2,3,2,4.9
"5718",2,43,5,3,2,4,3,2,4.28
"5719",2,49,5,2,2,1,3,2,3
"5720",2,28,6,3,1,1,3,2,2.83
"5721",1,69,2,2,1,1,3,2,1.85
"5722",1,66,6,1,2,2,1,2,2.25
"5723",2,24,5,1,2,2,3,1,3.53
"5724",1,52,6,1,1,2,3,2,2.96
"5725",1,33,0,1,2,4,3,3,2.18
"5726",2,46,6,4,1,4,3,2,2.12
"5727",2,37,8,1,1,4,1,1,1.23
"5728",1,47,9,4,1,1,1,3,0.39
"5729",2,45,1,3,2,3,3,2,2.79
"5730",1,66,7,3,1,2,3,2,2.43
"5731",2,45,1,2,2,2,3,2,2.14
"5732",2,59,3,4,2,3,1,1,2.68
"5733",2,38,8,1,2,2,3,1,4.86
"5734",2,18,2,1,2,3,3,2,1.34
"5735",1,56,3,2,2,4,2,1,3.49
"5736",1,38,6,3,2,1,3,2,0.08
"5737",1,51,3,1,1,2,3,3,3.36
"5738",1,24,3,1,2,3,2,2,4.06
"5739",2,71,6,2,2,1,3,2,1.03
"5740",1,22,8,1,2,3,3,1,3.95
"5741",1,34,6,3,2,4,3,3,4.19
"5742",1,37,8,1,2,2,3,2,0.08
"5743",1,53,5,4,2,4,3,2,4.72
"5744",2,41,0,3,1,2,3,3,0.08
"5745",1,35,6,3,2,4,2,3,2.56
"5746",1,39,0,4,2,4,2,3,2.19
"5747",2,73,4,1,2,2,3,3,4.99
"5748",1,31,4,3,2,3,3,2,3.67
"5749",1,46,0,3,2,3,3,3,4.19
"5750",1,43,5,4,2,1,3,2,3.42
"5751",2,44,7,4,2,2,1,2,3.3
"5752",2,48,10,3,2,4,2,2,3.4
"5753",2,25,5,4,2,2,3,1,3.57
"5754",1,63,1,3,1,1,1,3,1.06
"5755",1,49,2,1,2,4,3,1,0.43
"5756",1,46,3,3,1,3,3,3,2.89
"5757",1,42,2,3,2,4,3,2,1.34
"5758",1,31,4,2,2,3,3,1,1.38
"5759",2,33,2,2,2,4,3,1,2
"5760",1,42,3,1,2,2,3,2,2.01
"5761",2,37,6,1,1,3,1,2,2.01
"5762",1,46,2,1,1,3,3,2,3.35
"5763",1,31,2,1,1,2,2,2,1.92
"5764",1,55,2,2,2,1,3,1,4.81
"5765",2,39,6,3,2,2,1,1,0.4
"5766",1,34,4,1,1,1,2,2,3.89
"5767",2,30,9,2,2,2,3,3,2.69
"5768",1,48,7,1,2,3,3,3,2.11
"5769",1,28,10,2,2,1,1,2,5.35
"5770",1,36,3,2,2,4,3,1,4.36
"5771",1,26,6,3,2,1,3,1,0.86
"5772",1,39,4,2,1,1,2,2,0.97
"5773",2,46,4,2,1,3,3,2,3.75
"5774",1,51,7,1,2,4,3,1,5.15
"5775",1,24,2,1,1,2,3,1,0.08
"5776",1,65,2,2,1,2,1,2,2.5
"5777",2,48,1,1,2,3,2,2,2.47
"5778",1,50,4,1,1,2,2,2,2.2
"5779",1,49,6,1,2,2,2,3,3.71
"5780",2,40,5,2,1,2,2,3,3
"5781",1,61,3,3,2,1,1,2,3.68
"5782",1,71,3,1,2,2,3,2,3.24
"5783",1,60,7,1,2,3,3,2,3.43
"5784",2,40,4,2,2,2,2,1,4.37
"5785",1,34,3,1,2,2,3,1,4.79
"5786",1,36,7,3,2,2,3,2,1.59
"5787",1,27,5,1,2,2,3,2,4.45
"5788",2,69,9,3,2,2,3,2,3.29
"5789",2,53,3,4,2,1,3,2,2.59
"5790",1,18,1,1,1,2,3,2,0.75
"5791",1,29,7,3,2,4,3,1,3.36
"5792",2,56,6,3,1,3,3,2,3.08
"5793",2,59,7,2,2,2,3,3,5.78
"5794",2,68,2,3,2,2,3,2,2.6
"5795",2,42,5,3,1,3,3,2,4.18
"5796",2,72,4,1,2,3,1,1,3.81
"5797",2,43,7,2,2,4,3,1,3.05
"5798",2,36,6,1,1,3,3,1,2.29
"5799",2,49,2,3,2,2,1,2,3.26
"5800",1,44,5,2,1,2,3,1,4.2
"5801",2,82,10,2,2,1,2,3,2.96
"5802",1,31,3,2,2,3,3,2,1.03
"5803",1,38,3,1,1,1,1,2,1.93
"5804",1,31,2,3,2,2,3,2,3.34
"5805",2,26,7,4,1,3,3,2,2.22
"5806",1,64,7,3,2,3,1,2,2.84
"5807",2,48,10,4,1,3,3,1,5.46
"5808",2,23,0,1,2,2,3,3,2.52
"5809",1,58,6,3,2,1,3,3,4.37
"5810",1,18,5,2,2,3,1,2,5.45
"5811",2,31,5,1,1,4,3,2,4.6
"5812",1,59,5,3,2,2,3,1,2.04
"5813",1,40,5,4,2,1,1,2,2.47
"5814",2,53,3,1,2,1,3,3,3.31
"5815",1,48,1,1,1,2,1,2,3.91
"5816",2,59,7,4,2,2,3,2,3.39
"5817",1,18,7,3,2,2,3,1,0.75
"5818",1,23,8,2,1,3,2,3,2.24
"5819",1,58,4,2,1,2,3,2,1.11
"5820",1,56,7,3,2,1,3,1,5.86
"5821",2,19,3,1,2,2,3,1,0.08
"5822",1,39,8,4,2,2,2,2,5.9
"5823",1,53,1,3,2,2,3,2,0.36
"5824",1,37,8,1,2,2,2,2,4.54
"5825",2,65,9,2,2,1,3,2,0.08
"5826",1,44,6,3,2,3,3,1,2.39
"5827",1,31,5,3,2,3,3,1,3.03
"5828",2,40,6,1,2,4,3,1,2.96
"5829",1,71,2,2,2,3,3,2,2.03
"5830",2,30,2,2,2,2,2,2,5.08
"5831",1,18,6,2,1,2,3,2,4.75
"5832",1,29,2,4,1,2,3,2,2.47
"5833",2,53,7,3,1,1,3,3,1.81
"5834",2,26,8,2,1,4,3,1,2.45
"5835",2,38,4,2,1,4,3,2,4.71
"5836",2,36,4,3,2,2,1,2,3.63
"5837",2,45,7,3,2,2,2,2,5.51
"5838",2,18,4,2,2,3,3,1,1.6
"5839",2,22,5,2,1,1,2,3,2.15
"5840",1,68,5,2,2,3,1,3,0.93
"5841",1,32,5,4,2,3,3,1,4.5
"5842",1,72,4,4,2,3,1,2,5.6
"5843",2,49,3,2,2,3,3,1,3.14
"5844",2,34,2,4,2,2,1,2,0.08
"5845",2,29,10,1,2,2,3,1,3.4
"5846",1,30,2,1,1,3,3,2,3.47
"5847",1,59,0,1,2,3,2,2,0.08
"5848",1,42,7,3,2,2,2,2,2.41
"5849",1,36,0,2,2,2,3,2,1.22
"5850",1,39,6,1,1,3,3,2,0.77
"5851",1,51,6,2,2,3,1,2,2.75
"5852",1,40,9,1,1,1,3,3,3.65
"5853",1,30,6,2,2,2,3,2,4.16
"5854",1,18,6,1,1,2,2,2,0.67
"5855",2,53,9,2,2,3,3,2,1.6
"5856",1,35,5,1,2,4,2,1,2.65
"5857",2,76,4,3,2,3,3,2,2.98
"5858",2,50,3,2,1,2,3,2,3.15
"5859",2,27,8,2,2,1,3,2,6.79
"5860",1,45,5,2,2,4,1,2,5.7
"5861",2,58,4,2,1,3,3,2,4.54
"5862",1,34,8,2,2,2,3,2,2.99
"5863",1,35,8,1,2,2,3,2,2.18
"5864",1,23,5,1,1,3,3,1,2.85
"5865",2,58,9,3,2,2,1,2,4.75
"5866",2,18,5,2,2,2,3,1,3.94
"5867",2,53,4,1,2,2,3,3,2.85
"5868",2,58,3,2,2,3,1,1,3.51
"5869",1,48,5,3,2,1,2,1,3.91
"5870",1,47,10,1,2,3,3,3,3.76
"5871",2,37,3,3,2,3,2,1,4.16
"5872",2,47,3,3,2,2,3,2,3.3
"5873",1,26,6,3,1,2,3,2,1.64
"5874",2,57,0,2,1,1,1,2,1.88
"5875",1,34,3,4,2,2,3,1,1.71
"5876",2,27,7,2,2,1,3,1,1.18
"5877",1,39,9,1,2,1,3,3,3.98
"5878",1,49,5,2,1,3,1,2,3.62
"5879",2,39,4,1,2,2,3,3,2.05
"5880",1,48,8,2,2,3,3,2,4.59
"5881",2,53,6,2,2,2,3,2,2.16
"5882",1,52,6,1,1,1,3,2,5.27
"5883",2,38,6,3,2,3,3,2,0.93
"5884",1,49,8,1,2,2,3,1,6.04
"5885",2,36,8,1,1,4,2,1,1.73
"5886",1,30,5,3,1,3,2,2,3.46
"5887",1,62,0,1,2,3,3,2,2.09
"5888",1,44,2,3,1,3,3,1,2.91
"5889",2,31,6,4,1,4,1,1,3.24
"5890",2,47,1,2,2,3,3,3,0.08
"5891",1,34,5,1,2,2,3,3,4.4
"5892",1,25,5,1,1,3,3,2,3.29
"5893",1,59,7,3,1,4,3,1,3.69
"5894",1,20,7,1,2,2,3,3,3.82
"5895",2,48,0,4,1,3,3,3,2.99
"5896",2,52,8,1,2,2,1,2,1.98
"5897",1,30,2,1,2,1,3,2,3.41
"5898",2,22,5,2,1,3,3,2,4.31
"5899",2,52,9,1,2,3,2,2,0.36
"5900",1,61,4,2,2,3,1,2,4.55
"5901",2,48,7,3,2,3,3,2,6.1
"5902",1,22,1,1,1,4,1,2,1.23
"5903",2,50,4,3,2,2,3,3,1.85
"5904",2,44,6,1,2,1,1,2,3.43
"5905",2,31,10,1,2,3,3,3,1.55
"5906",1,36,6,3,2,2,3,2,2.77
"5907",1,43,0,1,2,3,2,3,3.51
"5908",1,45,2,2,2,1,3,2,1.08
"5909",1,55,3,1,2,3,3,1,3.94
"5910",1,33,4,2,1,2,3,2,2.32
"5911",2,43,0,2,2,4,3,2,2.72
"5912",2,51,6,1,2,3,3,2,1.93
"5913",2,27,6,4,2,2,3,3,3.43
"5914",1,71,7,3,1,1,3,2,4.35
"5915",1,60,1,1,1,3,2,3,5.15
"5916",2,53,4,4,2,1,3,2,2.91
"5917",1,38,6,3,2,2,3,3,0.08
"5918",1,25,4,4,1,2,3,1,0.86
"5919",2,44,6,3,2,2,3,1,3.52
"5920",2,48,0,1,2,2,3,1,4.52
"5921",1,46,5,1,1,3,3,2,2.43
"5922",1,41,7,1,1,3,3,3,3.14
"5923",2,52,3,4,2,2,3,2,4.9
"5924",2,39,3,2,2,2,3,2,2.58
"5925",1,31,5,3,1,2,3,2,3.6
"5926",1,65,4,3,2,2,2,2,2.02
"5927",1,40,5,4,2,1,2,2,2.31
"5928",2,30,4,3,2,2,3,2,2.86
"5929",1,48,7,4,2,2,3,2,4.47
"5930",1,43,4,2,2,2,3,3,2.79
"5931",1,41,8,1,2,2,2,2,0.47
"5932",2,32,1,2,1,1,3,2,2.62
"5933",2,19,7,4,1,1,3,2,2.58
"5934",1,64,5,1,2,2,3,2,4.09
"5935",1,46,5,2,2,2,1,3,4.67
"5936",1,36,5,3,2,2,2,3,1.73
"5937",1,24,7,4,2,2,2,2,3.9
"5938",1,43,3,2,2,2,1,3,3.34
"5939",1,52,9,4,2,1,3,3,4.57
"5940",1,35,6,1,2,3,3,2,2.91
"5941",1,62,2,1,2,2,3,1,3.21
"5942",2,50,1,4,1,1,2,2,2.22
"5943",1,38,2,1,2,3,3,2,2.99
"5944",1,61,4,2,2,2,1,3,5.61
"5945",1,51,2,1,2,2,3,2,2.01
"5946",2,44,3,1,1,3,1,2,2.33
"5947",1,18,4,1,2,1,1,1,4.81
"5948",2,42,3,3,1,4,1,2,4.66
"5949",1,43,6,3,2,3,3,1,3.5
"5950",2,52,4,3,1,2,3,2,4.62
"5951",2,65,3,3,2,1,3,3,2.93
"5952",2,45,0,3,1,2,1,1,3.57
"5953",2,61,3,2,2,2,2,1,2.32
"5954",1,37,3,1,1,3,3,2,3.6
"5955",2,58,6,4,2,2,1,2,2.4
"5956",2,48,1,2,2,3,2,2,3.98
"5957",1,82,3,4,2,3,3,2,4.74
"5958",2,22,2,2,2,1,1,2,1.66
"5959",2,35,6,3,2,3,2,2,2.61
"5960",1,40,2,3,2,2,1,1,2.41
"5961",1,57,4,1,2,1,3,2,2.8
"5962",2,44,8,1,1,3,3,2,0.15
"5963",2,50,4,3,2,3,3,3,3.2
"5964",1,37,8,3,2,3,2,2,2.98
"5965",1,42,3,4,2,2,3,1,3.48
"5966",1,18,4,4,2,3,3,3,1.73
"5967",1,51,3,4,2,2,1,2,4.55
"5968",1,51,4,2,2,3,3,2,2.91
"5969",1,40,8,4,2,4,2,2,0.22
"5970",1,30,4,3,2,1,3,2,7.11
"5971",2,37,11,2,1,2,1,3,4.59
"5972",1,21,8,3,2,2,1,2,2.86
"5973",1,62,1,2,2,3,3,2,1.1
"5974",2,37,2,4,2,2,2,1,3.92
"5975",1,47,12,2,1,2,1,3,3.9
"5976",1,54,8,2,2,3,2,3,3.04
"5977",2,43,2,2,2,2,3,1,2.55
"5978",2,65,5,4,2,4,3,1,1.56
"5979",1,18,9,2,2,2,3,2,3.15
"5980",1,23,8,3,2,4,3,2,3.52
"5981",1,54,4,1,2,3,3,2,0.08
"5982",1,63,10,3,2,3,3,1,5.84
"5983",1,63,7,2,1,4,3,2,3.34
"5984",2,37,6,2,2,2,3,2,2.2
"5985",2,77,5,1,2,4,3,2,2.46
"5986",1,30,4,2,2,1,3,2,3.24
"5987",2,49,6,2,2,2,3,1,2.48
"5988",1,18,6,1,2,3,2,1,1.33
"5989",2,52,8,2,2,3,1,2,4.35
"5990",1,18,4,2,2,2,3,2,1.8
"5991",2,30,1,2,2,3,3,2,4.37
"5992",2,22,4,4,2,1,3,2,4.03
"5993",1,27,8,3,2,3,1,2,3.01
"5994",1,45,0,1,2,3,1,2,1.24
"5995",1,49,5,1,1,1,2,2,1.49
"5996",2,41,5,1,2,2,3,1,1.99
"5997",1,45,7,2,1,3,3,2,0.47
"5998",1,47,4,1,2,2,3,3,2.53
"5999",1,67,6,4,2,3,3,1,4.69
"6000",1,51,3,4,2,3,3,2,2.18
"6001",1,36,1,2,1,4,1,2,5.46
"6002",1,64,5,2,2,3,3,3,4.28
"6003",1,61,5,3,2,2,2,2,4.62
"6004",2,41,4,2,2,3,3,2,5.3
"6005",2,55,4,2,2,2,3,1,6.47
"6006",1,42,9,3,2,2,2,2,3.84
"6007",1,38,1,3,1,2,1,2,3.11
"6008",1,26,4,2,1,3,2,1,3.26
"6009",1,55,0,1,2,3,2,2,3.66
"6010",1,53,4,1,1,2,3,1,1.7
"6011",1,45,3,3,1,2,2,3,5.17
"6012",1,31,9,4,2,1,1,3,5.18
"6013",1,27,7,1,1,3,2,1,2.82
"6014",1,56,10,1,2,2,3,3,2.47
"6015",1,40,5,2,1,2,3,2,2.38
"6016",1,39,3,1,2,4,3,2,4.98
"6017",2,42,10,2,2,3,1,2,5.84
"6018",1,39,3,1,1,3,1,1,3.08
"6019",1,46,4,3,2,2,2,2,2.63
"6020",2,49,9,1,2,2,3,3,2.49
"6021",2,25,6,2,2,2,3,2,4.77
"6022",2,45,6,2,1,2,1,1,0.54
"6023",2,54,3,2,2,2,1,1,1.63
"6024",1,67,4,4,1,3,3,2,4.74
"6025",1,18,4,2,2,2,3,1,2.37
"6026",1,49,0,3,2,3,3,2,4.78
"6027",1,58,4,4,2,3,3,2,3.58
"6028",1,51,5,1,2,2,1,2,3.09
"6029",1,32,3,2,2,2,3,2,3.9
"6030",1,18,8,2,1,2,3,2,4.22
"6031",2,66,4,1,1,3,3,2,3.59
"6032",2,59,4,2,2,4,1,2,3.07
"6033",1,50,1,1,2,4,3,1,2.85
"6034",1,18,5,3,1,3,3,2,3.81
"6035",1,28,3,3,2,3,3,1,2.31
"6036",1,43,6,2,2,2,3,2,4.32
"6037",2,75,0,3,2,3,3,1,4.5
"6038",1,72,6,2,2,2,3,2,1.79
"6039",2,28,5,3,1,2,3,1,2.06
"6040",1,29,4,3,2,1,2,3,3.05
"6041",2,39,6,4,2,2,2,2,3.6
"6042",2,27,5,3,2,3,3,3,4.36
"6043",2,81,0,3,2,2,3,3,3.55
"6044",2,50,2,2,1,3,2,3,2.87
"6045",2,36,10,3,2,1,3,2,3.01
"6046",1,45,7,4,2,4,3,2,1.38
"6047",1,47,8,1,1,2,3,1,3.77
"6048",2,30,6,1,2,3,3,2,1.11
"6049",1,48,8,3,2,3,1,1,1.47
"6050",1,18,4,1,1,2,2,1,2.78
"6051",1,34,8,1,2,2,2,2,0.78
"6052",1,58,5,2,2,3,3,2,2.8
"6053",1,40,2,2,2,2,3,1,0.68
"6054",1,33,3,1,2,1,2,1,1.87
"6055",1,42,3,4,2,3,3,2,4.51
"6056",2,52,5,3,2,1,3,2,1.58
"6057",1,36,7,3,2,3,1,1,2.35
"6058",1,69,11,3,2,2,3,2,1.7
"6059",1,18,5,2,2,2,3,2,4.68
"6060",1,28,0,1,2,1,3,2,3.73
"6061",1,18,4,4,1,3,3,2,0.94
"6062",2,46,3,1,2,1,2,2,5.79
"6063",1,40,2,3,1,2,3,2,3.55
"6064",2,27,3,1,2,2,3,2,1.73
